hashtags,url,locationName,videoViewCount,caption,videoDuration,commentsCount,mentions,isSponsored,timestamp,likesCount,num_mentions,topic
"jenifersaensri, lithuanianmodel, fashionmodel, fulltimemodel, availableforplacement, availabletotravel, availableforbookings, availableforrequests, nextofficial, balticmodels, balticmodelmanagement, modelagency, motheragency, modeliuagentura, bmmmodel, fashioninspo, fashionphotography, modelbook, modelportfolio, modeliuagenturavilniuje, modeliuagenturalietuvoje, modelagencyinvilnius, modelagencyinlithuania, motinineagentura, modellife, modeldaily, modelworld, followforfollowback, followforlike, follow4followback",https://www.instagram.com/p/DKHFroFs93z/,,,"Gorgeous @jenifersaensri 
@nextofficial 

#jenifersaensri #lithuanianmodel #fashionmodel #fulltimemodel #availableforplacement #availabletotravel #availableforbookings #availableforrequests #nextofficial #balticmodels #balticmodelmanagement #modelagency #motheragency #modeliuagentura #bmmmodel #fashioninspo #fashionphotography #modelbook #modelportfolio #modeliuagenturavilniuje #modeliuagenturalietuvoje #modelagencyinvilnius #modelagencyinlithuania #motinineagentura #modellife #modeldaily #modelworld #followforfollowback #followforlike #follow4followback",,1,"jenifersaensri, nextofficial",True,2025-05-26,22.0,2,"""Style Academy"""
"fashionista, startingtheweekright, mondaymood, alwaysheels, dissh, only, nextofficial, foundimthewardobe",https://www.instagram.com/p/DKG_J2Vzto3/,,,"Today I am wearing…
Shirt and pants @dissh Blazer @only_official  Heels @nextofficial_au Tie ( found in my husband’s wardrobe!!!). #fashionista #startingtheweekright #mondaymood #alwaysheels #dissh #only #nextofficial #foundimthewardobe",,1,"dissh, only_official, nextofficial_au",True,2025-05-26,4.0,3,"""Seasonal Style"""
"nextofficial, jordan4, princess, partytime, fun, family, cutekids, kidsofig, minifashionista",https://www.instagram.com/p/DKFlmm3sfEZ/,,,#nextofficial #jordan4 #princess #partytime #fun #family #cutekids #kidsofig #minifashionista,,0,,True,2025-05-25,12.0,0,"""Seasonal Style"""
"nextofficial, nextofficialkids, bruceandbrown",https://www.instagram.com/p/DKFeqyvtdBf/,"London, United Kingdom",,E L L A▪️for @nextofficial SS25 @bruceandbrown #nextofficial #nextofficialkids #bruceandbrown,,9,"nextofficial, bruceandbrown",True,2025-05-25,61.0,2,"""Everyday Style"""
"next, thenext, nextofficial, allaboutnext, everythingnext, proximo, próximo, pròximo, upcoming",https://www.instagram.com/p/DKDnkbSSnvE/,,,#next #thenext #nextofficial #allaboutnext #everythingnext #proximo #próximo #pròximo #upcoming,,0,,True,2025-05-25,,0,"""Next Trends"""
"next, thenext, nextofficial, allaboutnext, everythingnext, proximo, próximo, pròximo, upcoming",https://www.instagram.com/p/DKDidmrSQsd/,,,#next #thenext #nextofficial #allaboutnext #everythingnext #proximo #próximo #pròximo #upcoming,,0,,True,2025-05-24,,0,"""Next Trends"""
"next, thenext, nextofficial, allaboutnext, everythingnext, proximo, próximo, pròximo, upcoming",https://www.instagram.com/p/DKDiaNryGcK/,,,#next #thenext #nextofficial #allaboutnext #everythingnext #proximo #próximo #pròximo #upcoming,,0,,True,2025-05-24,,0,"""Next Trends"""
"next, thenext, nextofficial, allaboutnext, everythingnext, proximo, próximo, pròximo, upcoming",https://www.instagram.com/p/DKDiEGAyDAo/,,,#next #thenext #nextofficial #allaboutnext #everythingnext #proximo #próximo #pròximo #upcoming,,0,,True,2025-05-24,,0,"""Next Trends"""
"next, thenext, nextofficial, allaboutnext, everythingnext, proximo, próximo, pròximo, upcoming",https://www.instagram.com/p/DKDiAowyyDv/,,,#next #thenext #nextofficial #allaboutnext #everythingnext #proximo #próximo #pròximo #upcoming,,0,,True,2025-05-24,,0,"""Next Trends"""
"nextofficial, summerdress, floatydress, maxidress, summer, sunshine, thespottedcow, gunsnposies, vintage, vintagejewelry, outout, adayinmylife",https://www.instagram.com/p/DKC6ReFoeTG/,The Spotted Cow,,"☀️ I have bought quite a few dresses from @nextofficial recently ☀️

#nextofficial #summerdress #floatydress #maxidress #summer #sunshine #thespottedcow #gunsnposies #vintage #vintagejewelry #outout #adayinmylife",,3,nextofficial,True,2025-05-24,64.0,1,"""Seasonal Style"""
"homedecor, homedecoration, pillow, myhome, decoration, inspiration, nextdirect",https://www.instagram.com/p/DJgGDt_CrXc/,,,"Krásne nedeľné ráno ☀️
Tak tejto roztomilosti som nedokázala odolať. Napriek môjmu veku ma vždy dokážu dostať do kolien takéto ňuňu drobnosti ktoré vyčarujú úsmev na tvári a verím že nie len mne ...
Je tu ešte niekto kto má slabosť na infantilné vecičky ?

#homedecor #homedecoration #pillow #myhome #decoration #inspiration #nextdirect",,85,,True,2025-05-11,195.0,0,"""Style Academy"""
"longlivethequeen, amondayincopenhagen, sproetensprout, z8official, nextdirect, zaragirls",https://www.instagram.com/p/DIMlA18NjZx/,Popke,,"Véél leuks voor de meiden maat 128/134/140  
#longlivethequeen #amondayincopenhagen #sproetensprout #z8official #nextdirect #zaragirls",,2,,True,2025-04-08,16.0,0,"""Style Academy"""
"flowergirls, nycwedding, shermancircle, nextofficial, nextdirect, tedbaker, clementsandchurch",https://www.instagram.com/p/DHcHkNehMHw/,,,"Throwback October 2024 NYC Autumnal Wedding.
#flowergirls #nycwedding #shermancircle #nextofficial #nextdirect #tedbaker #clementsandchurch",,5,,True,2025-03-20,47.0,0,"""Seasonal Style"""
"stradivarius, Parfois, cras, aldo, nextdirect, zara, lichi, hm, pullandbear",https://www.instagram.com/p/DHV3O8AP2Vt/,,,"Подобрала яркие лучки на весну

Ссылки на каждый из элементов - тут: https://t.me/styleinsidebudapest/249

#stradivarius #Parfois #cras #aldo #nextdirect #zara #lichi #hm #pullandbear",,0,,True,2025-03-18,2.0,0,"""Style Academy"""
"Altuzarra, nextdirect, HM, GinaRossi, хочумогу",https://www.instagram.com/p/DHRCKTyvUnJ/,,,"Продолжаем искать бюджетные аналоги для ""Самых желанных аксессуаров 2024 года"" по версии Vogue ✨

Балетки и сумка от бренда #Altuzarra
Все ссылки - здесь: https://t.me/styleinsidebudapest/215

#nextdirect #HM #GinaRossi #хочумогу",,0,,True,2025-03-16,2.0,0,"""Seasonal Style"""
"emilyinparisoutfit, Parfois, mango, evenandodd, aldo, zara, nextdirect, stradivarius",https://www.instagram.com/p/DHLBrpPBRUn/,,,"Парочка ярких лучков на весну 

Продолжаю вдохновляться стилем Эмили из ""Эмили в Париже"" 

Ссылочки на всё-превсё есть у меня тут: https://t.me/styleinsidebudapest/226

#emilyinparisoutfit #Parfois #mango #evenandodd #aldo #zara #nextdirect #stradivarius",,0,,True,2025-03-14,3.0,0,"""Style Academy"""
"evenandodd, ginatricot, forevernew, L37, aldo, becksöndergaard, nextdirect, JennyFairy, хочумогу",https://www.instagram.com/p/DHJGBgUs3df/,,,"Бюджетные аналоги сумок от люксового бренда Bottega Veneta✨ 

Одежда у Боттеги скучная и однообразная. Но и не за шмот их любят. Около 100 лет назад они придумали фишку — ""плетёные"" кожаные изделия. И до сих пор Bottega Veneta славится именно своими плетёными сумками.

И масс-маркет, не будь дураком, тоже научился плести сумочки из кожи

Ссылочки на бюджетные сумочки: https://t.me/styleinsidebudapest/230

#evenandodd #ginatricot #forevernew #L37 #aldo #becksöndergaard #nextdirect #JennyFairy #хочумогу",,0,,True,2025-03-13,1.0,0,"""Style Academy"""
"nextdirect, zara, хочумогу",https://www.instagram.com/p/DHGaYGupKYb/,,,"Парочка ""самых желанных аксессуаров 2024 года"" и их бюджетные аналоги✨

Ссылочки  https://t.me/styleinsidebudapest/223

#nextdirect #zara #хочумогу",,0,,True,2025-03-12,5.0,0,"""Seasonal Style"""
"emilyinparisoutfit, parfois, nextdirect, hm, annafield, bershka, aldo, stradivarius, modivo, zalando",https://www.instagram.com/p/DG7k43oM-jj/,,,"Лучки, вдохновлённые стилем главной героини сериала ""Эмили в Париже""

Немного эксцентричные, яркие, с перебором, приправленные парижским шиком и американской безвкусицей. Люблю такое

Все ссылочки на каждую вещь в этом посте в моём телеграм канале: https://t.me/styleinsidebudapest/210

#emilyinparisoutfit #parfois #nextdirect #hm #annafield #bershka #aldo #stradivarius #modivo #zalando",,0,,True,2025-03-08,2.0,0,"""Style Academy"""
"Temu, nextdirect, aurlane, mrbricolage, AmazonFrance",https://www.instagram.com/p/DGsaS3ARLsl/,,,Did it on a budget and ourselves but very pleased with main bathroom renovation!! #Temu #nextdirect #aurlane #mrbricolage #AmazonFrance,,1,,True,2025-03-02,20.0,0,"""Style Finds"""
"aurlane, mrbricolagecognac, temu, nextdirect, amazonfr",https://www.instagram.com/p/DGsYs-aoNky/,,,#aurlane #mrbricolagecognac #temu #nextdirect #amazonfr,,1,,True,2025-03-02,7.0,0,"""Summer Trends"""
"next, nextdirect, capsulewardrobenext, ВеснянийГардероб, КапсульнийГардероб, МодаДляЖиття, СтильДляТебе, БюджетнийШопінг, ГардеробБезДрами, NextFashion, СтильноТаПросто, ШопінгВЄС, МодаБезЗайвого, ЯкВиглядатиСтильно, ОдягДляЖінок, ЗручнийСтиль, МодаПісля30, СтильБезЗусиль, ГардеробМрії, NextStyle, ЖінкаЗіСмаком, МоднийГід, АктуальнийГардероб, шопінггід",https://www.instagram.com/p/DGnPKElNYVm/,NEXT PARIS,,"Міні капсула з Next на весну 
та й не тільки. 

Посилання на речі - в моєму телеграм каналі, дивись в шапці профілю. 

—
#next #nextdirect #capsulewardrobenext #ВеснянийГардероб #КапсульнийГардероб #МодаДляЖиття #СтильДляТебе #БюджетнийШопінг #ГардеробБезДрами #NextFashion #СтильноТаПросто #ШопінгВЄС #МодаБезЗайвого #ЯкВиглядатиСтильно #ОдягДляЖінок #ЗручнийСтиль #МодаПісля30 #СтильБезЗусиль #ГардеробМрії #NextStyle #ЖінкаЗіСмаком #МоднийГід #АктуальнийГардероб #шопінггід",,0,,True,2025-02-28,,0,"""Seasonal Style"""
"mango, hm, parfois, zara, nextdirect",https://www.instagram.com/p/DGnMM3ppkpE/,,,"Не так давно сочетать золото с серебром считалось признаком жутчайшей безвкусицы. А сейчас можно

Нравится то, что на картинках? Захотелось прикупить? Нет ничего проще - я всегда оставляю ссылочки на официальные европейские магазины в моём тг-канале 
Например, ссылочки на украшения с картинок можно найти тут: https://t.me/styleinsidebudapest/194

#mango #hm #parfois #zara #nextdirect",,0,,True,2025-02-28,2.0,0,"""Style Academy"""
"zara, parfois, nextdirect",https://www.instagram.com/p/DGc75KUxG2i/,,,"Пару лет назад шумно выстрелили текстильные броши-цветы

Они были везде, на всём и на всех. Многие бренды выпускали рубашки, пиджаки, футболки с уже пришитыми огромными цветами. Объёмные цветы лепили себе на грудь стилисты, фэшн-инфлюенсеры, ведущие ток-шоу и офисные сотрудницы.

В общем, этих цветов было так много, что они порядком всем поднадоели‍♀️

Но от самого факта брошек модный мир не отказался, сейчас актуальны металлические или пластиковые броши небольших размеров. Но тренд не столько на сами брошки, сколько на стилистические игрища с ними. С помощью брошки можно интересно задрапировать свитер, подколоть шарфик или сделать имитацию необычной пуговицы на рубашке

Если хотите прикупить себе брошку с картинок - найти её в магазинах можно по ссылке в моём телеграм-канале в этом посте: https://t.me/styleinsidebudapest/187

#zara #parfois #nextdirect",,0,,True,2025-02-24,3.0,0,"""Style Academy"""
"kidsfashion, kidsclothing, kidsstyle, kindermode, vans, omoda, jdsportsmy, nextdirect, ammehoela, quincymae, instareel, streetwear, kidsstreetwear, kinderkleding, kidswear, kidsoutfitinspiration, fashioninspo, ootd, boysoutfitinspo, boysoutfit, motherhood, lifewithkids, boysmom, fy, viral, boyslife, kledinginspiratie, highstreetkids, relatable",https://www.instagram.com/p/DGT7JYjMieR/,,,"Nog lekker even in de winterse warme kleuren 

Sweater - @ammehoela.kids @omoda 
Jeans - @nextofficial 
Beanie - @quincymae @omoda 
Sneakers - @vans @jdsportsnl 

• Alle linkjes van deze look kun je terug vinden onder de highlight “feb 25”. 

#kidsfashion #kidsclothing #kidsstyle #kindermode #vans #omoda #jdsportsmy #nextdirect  #ammehoela #quincymae #instareel #streetwear #kidsstreetwear #kinderkleding #kidswear #kidsoutfitinspiration #fashioninspo #ootd #boysoutfitinspo #boysoutfit #motherhood #lifewithkids #boysmom #fy #viral #boyslife #kledinginspiratie #highstreetkids #relatable",,0,"ammehoela.kids, omoda, nextofficial, quincymae, vans, jdsportsnl",True,2025-02-20,4.0,6,"""Style Academy"""
"next, nextdirect, nextdirectkids",https://www.instagram.com/p/DGQYIPmIJIW/,,,"€45,- inclusief verzenden met postnl (volgende werkdag in huis)

98/104 #next #nextdirect #nextdirectkids",,0,,True,2025-02-19,,0,"""Style Academy"""
"next, nextdirect, obleceni, secondhand",https://www.instagram.com/p/DGDRCTPtqFn/,,,"Dnes ve 21:00 na NIKOSTEL 2hnd @NEXT holka od 2 do 6 let (92-116)
#next #nextdirect #obleceni #secondhand",,0,NEXT,True,2025-02-14,,1,"""Style Academy"""
"bebe2, baby2025, babygirl, bebe2025, naissance, rose, newborn, viedefamille, newbornphotography, secondbaby, maternity, nextdirect, nextdirectkids",https://www.instagram.com/p/DF58lIkCRGS/,,,"Et puis, un jour, 02.01.2025
Rose, Dolorès, Angèle.
Un mois, déjà, mon bébé. ❤️

.
.

#bebe2 #baby2025 #babygirl #bebe2025  #naissance #babygirl #rose #newborn #viedefamille #newbornphotography #secondbaby #maternity #nextdirect #nextdirectkids",,2,,True,2025-02-10,28.0,0,"""Style Academy"""
"nextdirect, nextuk, nextkids",https://www.instagram.com/p/DEP5C40gn29/,Temple Bar,,"Nye ☘️
#nextdirect #nextuk #nextkids",,0,,True,2024-12-31,,0,"""Seasonal Style"""
"panaderia, merrychristmas, winter2024, december2024, thenoisetier, llemerci, velvetdynasty, parisianvibe, parisianvibes, theparisianchique, nextofficial, nextdirect",https://www.instagram.com/p/DENNUEyM7Hw/,"Alma-Ata, Almaty, Kazakhstan",,"♥️

#panaderia #merrychristmas #winter2024 #december2024 #thenoisetier #llemerci #velvetdynasty #parisianvibe #parisianvibes #theparisianchique #nextofficial #nextdirect",,3,,True,2024-12-30,16.0,0,"""Festive Cheer"""
"prodajagarderobe, secondhandrs, dugasuknja, nextfashion, zelenaodeca, elegantnastil, rebrastamoda, modazasvakidan, onlineshoppingrs, suknjanaprodaju",https://www.instagram.com/p/DKK2r-Is05I/,,,"Zelena boja je boja novca – a u ovoj suknji izgledaćeš kao milion dolara! Rebrasta tekstura i elegantna dužina u tamnozelenoj nijansi koja privlači poglede i komplimente. Idealna za posao, izlazak ili šetnju gradom – ti biraš!

Novo
Marka: Next
Veličina: 38
Dužina: 90 cm
Struk: 42 cm
Sastav: 82% poliester, 18% viskoza
Cena: 2.500 RSD

#prodajagarderobe #secondhandrs #dugasuknja #nextfashion #zelenaodeca #elegantnastil #rebrastamoda #modazasvakidan #onlineshoppingrs #suknjanaprodaju",,0,,True,2025-05-27,5.0,0,"""Style Academy"""
"prodajagarderobe, secondhandrs, suknjanaprodaju, nextfashion, modazasvakidan, crnobelo, elegantnastil, onlineshoppingrs, geometrijskastampa, letnjastil",https://www.instagram.com/p/DKK1l6is3S9/,,,"Geometrija stila! Lagana A-kroj suknja sa crno-belim šarama koje nikad ne izlaze iz mode. Poluprovidna elegancija uz dodatnu postavu za diskretnost – savršena za letnje dane kad želiš da izgledaš sređeno bez truda!

Novo
Marka: Next
Veličina: 46
Dužina: 70 cm
Struk: 49 cm
Sastav: 100% poliester
Cena: 2.500 RSD

#prodajagarderobe #secondhandrs #suknjanaprodaju #nextfashion #modazasvakidan #crnobelo #elegantnastil #onlineshoppingrs #geometrijskastampa #letnjastil",,0,,True,2025-05-27,6.0,0,"""Style Academy"""
"prodajagarderobe, secondhandrs, onlineshoppingrs, garderobasrbija, minisuknja, modazasvakupriliku, nextfashion, suknjanaprodaju, kupujemprodajem, rsfashion",https://www.instagram.com/p/DKKx4JbsjU3/,,,"Crna mini suknja – klasik koji nikad ne izlazi iz mode! Savršena za dan i noć, uz štikle ili patike – tvoj stil, tvoja pravila!

Novo
Marka: Next
Veličina: 46
Dužina: 40 cm
Struk: 46 cm
Sastav: 81% poliester, 1% viskoza, 2% elastin
Cena: 2.000 RSD

#prodajagarderobe #secondhandrs #onlineshoppingrs #garderobasrbija #minisuknja #modazasvakupriliku #nextfashion #suknjanaprodaju #kupujemprodajem #rsfashion",,0,,True,2025-05-27,3.0,0,"""Style Academy"""
"spain, spanien, malaga, summer, marbella, next, nextfashion, nextplussize",https://www.instagram.com/p/DKKVk2HsC7F/,"Málaga, Spain",,"Postkarte aus dem Paradies – nur dass ich die Hauptfigur bin. 
#spain #spanien #malaga #summer #marbella #next #nextfashion #nextplussize",,4,,True,2025-05-27,29.0,0,"""Style Academy"""
"WeddingSinger, WeddingSeason, LakeDistrictBreak, MinimoonVibes, AmblesideAdventures, BabyShowerVibes, ProjectGarden, TrentBridge, BankHolidayWeddings, DunstonHallEstate, WoottonHallEstate, OwstonHallHotel, UKWeddings, NextFashion, ContentCreatorUK, EventSinger, WeddingContent, WeddingRoundUp, LifeLately, LoveWhatIDo, BrideAndGroom, WeddingInspo, WeddingVibes, WeddingWeekender, JustMarriedMoments",https://www.instagram.com/p/DKJn6bAMgwC/,,,"hello lovely people, 

Long time no speak ✨ it’s been a craaaazy couple of weeks so shall we do a round up? 

1. After the I Do awards, me & Tim went to the Lake District and stayed at @thelangdalehotel  highly recommend for a honeymoon/minimoon! 

2. We hired a boat on lake Windermere  

3. Wondered around Ambleside ‍♀️ 

4. Went to my lovely friends baby shower, I’m sorry but how gorgeous is she  

5. The cutest decor  

6. The bestest ✨

7. We started project garden  

8. Went to Trent Bridge to watch England vs Zimbabwe test  

9. Then began the mad bank holiday of weddings! Starting at @dunstonhallestate for N & S 

10.  The flowers - I’m obsessed! @touchofcharmvenuestylist you are incredible! 

11. This dress is giving odd muse but really it’s @nextofficial (next has me in a choke hold at the minute ) 

12. I then drove over to @thewoottonhallestate for C & D to celebrate their evening reception with them ✨

13. Rounding up with the final wedding of the weekend at @owstonhallhotel for J & D  a new venue for me and look at this ceremony room!

14. Tilt your head to see the best team ever! Nothing better than turning up to a wedding and getting to hang out with your supplier friends all day ☺️ @pearsphotography @icecapweddings @theaisleedit.uk @arabellabarnesbailey 

#WeddingSinger
#WeddingSeason
#LakeDistrictBreak
#MinimoonVibes
#AmblesideAdventures
#BabyShowerVibes
#ProjectGarden
#TrentBridge
#BankHolidayWeddings
#DunstonHallEstate
#WoottonHallEstate
#OwstonHallHotel
#UKWeddings
#NextFashion
#ContentCreatorUK
#EventSinger
#WeddingContent
#WeddingRoundUp
#LifeLately
#LoveWhatIDo
#BrideAndGroom
#WeddingInspo
#WeddingVibes
#WeddingWeekender
#JustMarriedMoments",,0,"thelangdalehotel, dunstonhallestate, touchofcharmvenuestylist, nextofficial, thewoottonhallestate, owstonhallhotel, pearsphotography, icecapweddings, theaisleedit.uk, arabellabarnesbailey",True,2025-05-27,90.0,10,"""Everyday Style"""
