videoPlayCount,hashtags,url,locationName,videoViewCount,videoDuration,commentsCount,mentions,caption,timestamp,likesCount
53203.0,MyMarks,https://www.instagram.com/p/DKEhtt9tgUr/,,0.0,15.4,5,melvinodoom.,"No work tomorrow calls for a light refreshment and a fresh ’fit.
@melvinodoom.
#MyMarks

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-25T09:00:25.000Z,286
85887.0,MyMarks,https://www.instagram.com/p/DKET_m1i93n/,,0.0,29.979,9,gemmalomasjones.,"Set the scene for Sunday brunch with M&S x Kelly Hoppen.
@gemmalomasjones. 
#MyMarks
Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-25T07:00:39.000Z,632
262274.0,MyMarks,https://www.instagram.com/p/DKHJ8EyS-GQ/,,0.0,36.619,42,marksandspencer_emmas.,"When the holiday looks are as good as the holiday itself 
@marksandspencer_emmas. #MyMarks

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-26T09:30:36.000Z,816
48400.0,MyMarks,https://www.instagram.com/p/DKHDFbspykx/,,0.0,17.68,10,design_at_nineteen.,"Freshening things up for summer with M&S x Kelly Hoppen.
@design_at_nineteen.
#MyMarks

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-26T08:30:34.000Z,397
160999.0,MyMarks,https://www.instagram.com/p/DKEa7WHiGfb/,,0.0,8.429,18,betsiebb.,"Because this outfit deserves a closer look.
@betsiebb.
#MyMarks

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-25T08:01:09.000Z,915
35895.0,,https://www.instagram.com/p/DKJrT0KpGF4/,,0.0,11.691,5,,"Celebrating everyday heroes. Find the perfect Father’s Day presents in stores now.

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-27T09:00:26.000Z,192
63532.0,MyMarks,https://www.instagram.com/p/DKG8NRvNb8i/,,0.0,21.99,2,marksandspencer_Chelsey.,"Graphic sweatshirts and wide leg jeans bring big smiles.
@marksandspencer_Chelsey.
#MyMarks

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-26T07:30:35.000Z,254
86880.0,,https://www.instagram.com/p/DKKUtatAUbU/,,0.0,57.2,4,mrsgifletcher,"It's all about British berries on this week's episode of the Proper Tasty Pub Quiz, and they don't get better than our super sweet Red Diamond Strawberries, left on the plant to ripen for longer for an even sweeter taste! 

Tom and Chris are joined by the fabulous @mrsgifletcher trying some weird and wonderful strawberry pairings! Feta, balsamic, oregano or even avocado?! 

Find the full episode where you usually get your podcasts ️",2025-05-27T15:02:54.000Z,308
,,https://www.instagram.com/p/DKCtAJRzekv/,,,,104,,"Picky bits season is here and don't we have the spread for you 
 
From dips to skewers and bite size deliciousness, our deli aisles in the Foodhall are bursting with picnic MUST HAVES and waiting to jump in your basket! 
 
Perfect for a night in with friends, an evening in the garden or day in the park, you can make a seriously impressive spread with such little effort! Cheers to that!",2025-05-24T16:00:25.000Z,6526
734410.0,MyMarks,https://www.instagram.com/p/DKCDx47PrfI/,,0.0,22.316,40,tom.sheard.,"The bank holiday made better.
@tom.sheard.
 #MyMarks

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-24T10:00:22.000Z,920
,,https://www.instagram.com/p/DKCYdAmzzUX/,,,,12,,"It’s Grill-iant!  

Turn up the heat with our first ever Summer Grill Dine In deal – choose two, sizzling mains, like delicious Our Best Ever Posh Dogs and  succulent Our Best Ever Burgers, as well as two moreish sides, such as Sweet Potato Fries and classic Frites for just £12! 

Available until 3 June – go go go!",2025-05-24T13:00:51.000Z,784
171438.0,MyMarks,https://www.instagram.com/p/DKB9BDLNIR-/,,0.0,15.633,84,carolinesstylehacks.,"The party starts here 
@carolinesstylehacks.
#MyMarks

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-24T09:02:10.000Z,1010
486131.0,MyMarks,https://www.instagram.com/p/DKB2EQivyxK/,,0.0,74.165,272,courtneywears.,"Holiday pending? Then run, don’t walk, to M&S.
@courtneywears.
#MyMarks

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-24T08:00:39.000Z,8353
,,https://www.instagram.com/p/DJ_w_QuKlye/,,,,317,ocadouk,"Our VIRAL Big Daddy Pistachio is BACK in stock and has your name written all over it! 

If you missed out the first time, we’ll forgive you, but don’t let yourself miss out again on this heavenly bar of signature rich, creamy milk chocolate layered with gooey sweet and salty caramel, filled with a chunky pistachio layer with roasted pistachios, velvety pistachio creme and a light, biscuit crumb  

Snack responsibly… or don’t, we’re not judging  

Find our Big Daddy Pistachio in your local M&S Foodhall or on @ocadouk",2025-05-23T12:37:28.000Z,7233
535494.0,"Ad, Thisisnotjust",https://www.instagram.com/p/DJ9dUsRsKdo/,,0.0,72.84,128,marksandspencerfood!,"Something new has landed at M&S Food ... introducing the Extra Crunchy Chicken range! Because now that summer is here no one wants to be slaving over a hot stove or sweating away in the kitchen! We want delicious and easy to cook recipes that are super fun - like these extra crunchy hot honey chicken burgers, that also come with a mouthwatering hot honey drizzle?! 
 
Or how about using the extra crunchy peri peri chicken tenders to whip up this super delicious rice bowl complete with peri mayo! These would be sooo good for meal preps too!
 
Thanks to a new, innovative cooking method, this range gives the chicken more crunch and more flavour — and I am so here for it.
 
You could also try whipping up these wraps using the extra crunchy Korean chicken bites from the range, complete with their very own spicy gochujang drizzle! Ooohhh would you look at that??
 
Then finally, and potentially my favourite recipe, you could try turning these extra crunchy masala bites and the gorgeous mango chutney drizzle into this unbelievable sharing flatbread!

The extra crunchy range is perfect for fast after school meals, gorgeous summer tablescapes, picnics, meals preps and Saturday night fakeaways!!! And don't forget, you could always just cook them all up and dip til you drop with your favourite sauces!!!

The extra crunchy chicken range is available now at @marksandspencerfood!

#Ad #Thisisnotjust",2025-05-22T15:10:12.000Z,-1
784914.0,,https://www.instagram.com/p/DJ_KaSvNfL9/,,0.0,11.499,24,,"Summer whites are a go!

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-23T07:00:41.000Z,779
39694.0,MyMarks,https://www.instagram.com/p/DJ9BHoZIi6C/,,0.0,18.576,13,alanahenry._,"Summer beauty how-to with @alanahenry._ – that glow, though ✨
#MyMarks

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you",2025-05-22T11:01:13.000Z,196
596000.0,"MyMarks​, Ad",https://www.instagram.com/p/DJ_6cG7KLiu/,,0.0,7.29,56,vernonkay.,"Styling it out nicely. Right? 
 
@vernonkay.
​#MyMarks​ #Ad
​
Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-23T14:00:00.000Z,3062
,MyJaeger,https://www.instagram.com/p/DJ_YX84q_3Y/,,,,86,claudiawinkle,"Perfect textures, perfect fit. It must be Jaeger.

@claudiawinkle 
#MyJaeger

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-23T09:02:23.000Z,4952
,,https://www.instagram.com/p/DJ9u-fEqRJW/,,,,16,ocadouk,"Wood-fired, hand stretched and ready to WOW your weekday dinner
 
Our Ultra-Thin Collection Pizzas are the real deal, made with specialty-grade flours for a beautifully charred crust and that perfect crisp and chewy base
 
And there really is a slice for ALL pizza lovers, from Margherita with Basil Pesto and Fennel, Salami & Red Onion to Spicy Chicken Arrabbiata and MORE (yes plenty more)! 
 
Ultra-thin, ultra-tasty, pizza night has just upgraded
 
Find our Ultra-Thin Collection Pizza range in your local M&S Foodhall or on @ocadouk",2025-05-22T17:41:24.000Z,1244
956845.0,MyMarks,https://www.instagram.com/p/DJ8ltIEI6CP/,,0.0,6.711,77,marksandspencer_emmas.,"The pieces to add to your packing list ☀️
@marksandspencer_emmas.
#MyMarks

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-22T07:02:10.000Z,2945
255502.0,MyMarks,https://www.instagram.com/p/DJ8zXRjo9Ci/,,0.0,25.666,154,stanleydru,"@stanleydru bringing the summer outfit inspo you need. 
#MyMarks

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-22T09:01:13.000Z,1061
492088.0,MyMarks,https://www.instagram.com/p/DJ86MoiNUL2/,,0.0,48.433,107,shanie_ryan.,"Getaway gems for your summer escape ️☀️
@shanie_ryan. 
#MyMarks

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-22T10:00:27.000Z,2751
244018.0,,https://www.instagram.com/p/DKBvLU2te4U/,,0.0,6.387,36,rosiehw.,"Making plans just so we can wear this new Rosie corset.
@rosiehw.

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-24T07:00:24.000Z,1174
164266.0,,https://www.instagram.com/p/DJ7FGIqKZ1w/,,0.0,60.162,25,,"“I am obsessed with pizza” 

Well, it’s a good job the pizza party has been brought to the Proper Tasty Pub Quiz, but which ‘wildcard’ M&S Collection Pizza will win over this week’s guest, Claire Richards? And who has got “all the gear and no idea”? 

Find the full episode where you usually get your podcasts ️",2025-05-21T16:59:39.000Z,717
3930154.0,MyMarks,https://www.instagram.com/p/DJ_iv6CKPUn/,,0.0,17.902,95,imnathgriff.,"Hard-working pieces to add to your suitcase. 

@imnathgriff.
#MyMarks

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-23T10:37:25.000Z,6512
,,https://www.instagram.com/p/DJ6YMjpN9jb/,,,,39,marksandspencer,Spanish vibes ☀️ @marksandspencer,2025-05-21T10:24:37.000Z,5185
51992.0,,https://www.instagram.com/p/DJ6AzPlMWYx/,,0.0,12.372,15,,"Found: the perfect cups for your mid-morning brew. 

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-21T07:00:25.000Z,664
227026.0,"ThisIsNotJust, Ad",https://www.instagram.com/p/DJ4gw3MsPWL/,,0.0,88.033,37,,"Popped into M&S Foodhall to grab lunch and came out with a full-on feast for me and the girls! ⚽ 
 
My match-winning lunch included some of the brand new Kando Sushi range, like the Chicken Caesar Dragon Roll (this has Keira written all over it), Chilli Prawn Dragon Roll (spice levels on par with Mary), Sriracha Prawn Taco and Tuna Onigiri (it’s giving midfield triangle, no mess, classic, gets the job done )
 
This is not just lunch ... this is a full squad M&S lunch
 
What sushi are you picking for your mate? Head to M&S Foodhall and give them a tag! 
 
#ThisIsNotJust #Ad",2025-05-20T17:02:45.000Z,1951
,,https://www.instagram.com/p/DJ4ag9sqjyL/,,,,19,,"This is a Berry Big Deal! 

This is not just a strawberry, this is the biggest, juiciest, most flavour-filled punnet of British KING STRAWBERRIES for years! 

Thanking the brighter days and cooler nights for this summer showstopper. Berry fans rejoice, they’re available now in your local M&S Foodhall!",2025-05-20T16:06:24.000Z,1855
,,https://www.instagram.com/p/DJ6oPiPq6Cw/,,,,29,ocadouk,"⭐ New in the M&S Foodhall – the iconic M&S Mini Bite gets a summer shake-up… 

Perfect for picnics, sunshine snacking and a summer of sport spectating, our new Strawberries & Cream Mini Bites are a total fruity dream. 

Made with freeze-dried strawberries, cornflakes and marshmallows, then coated in a creamy yoghurt flavoured coating, who are you sharing a tub of these summery treats with? 

Psst…keep your eyes peeled for even more strawberries & cream sensations coming soon  

Find them in your local M&S Foodhall or on @ocadouk
NOW",2025-05-21T12:44:50.000Z,1078
37088.0,MyMarks,https://www.instagram.com/p/DJ6Hqn_sRQf/,,0.0,35.132,6,marksandspencer_roxanne.,"On the quest for an even skin tone? Enter PRAI Beauty’s Ageless Even Glow with Niacinamide. It’s a game-changer 

@marksandspencer_roxanne. 
#MyMarks 

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-21T08:00:26.000Z,157
323581.0,MyMarks,https://www.instagram.com/p/DJ6OlL_Pj-e/,,0.0,77.0,141,maureenmoores_.,"The in-store try on of dreams 

@maureenmoores_.
#MyMarks 

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-21T09:01:13.000Z,3104
5783173.0,,https://www.instagram.com/p/DJ3vdVzqyQc/,,0.0,7.232,32,,"Current style mood? Sea greens 

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-20T09:50:34.000Z,1399
80345.0,,https://www.instagram.com/p/DJ3p0xNxAWR/,,0.0,7.92,21,marksandspencer_emmas,"What’s better than our new-season bags? Our new-season bags with added charms ofc ❤️

@marksandspencer_emmas 

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-20T09:01:11.000Z,904
,,https://www.instagram.com/p/DJ4G1hyqpnB/,,,,29,ocadouk,"Fresh, fun and made for summer days, we are serving main character energy… in a salad bowl!☀ 

Our Green Goddess Salad is bursting with fresh, vibrant flavour, combining crunchy lettuce, creamy avocado, Tenderstem broccoli and sugar snap peas with a creamy herb dressing!

Or what about our New York Deli Salad? A vibrant mix bursting with crunchy textures and tangy flavours including crisp lettuce with soft new potato slices, tangy pickled cabbage, creamy Emmental cheese, all brought together by a zesty mustard dressing
 

So, whether you’re lunching al fresco or vibing in the park, we’ve got your sunshine salad sorted  

Find our salads in your local M&S Foodhall or on @ocadouk",2025-05-20T13:14:27.000Z,1918
3088403.0,,https://www.instagram.com/p/DJ3kd7-v8Rp/,,0.0,6.059,9,,"Just manifesting our next holiday. BRB.

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-20T08:14:18.000Z,923
2660857.0,,https://www.instagram.com/p/DJ30FyeowBT/,,0.0,6.315,41,,"The two-piece that works for Tuesday’s dinner, after-work drinks next week and your first night on holiday.

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-20T10:31:07.000Z,2149
,,https://www.instagram.com/p/DJy7sXbOft4/,,,,4,,"Looking for a midweek meal saviour? We’ve got you covered!  

This light and hearty tortelloni minestrone recipe contains only six ingredients and is ready in 15 minutes!  

Including seasonal asparagus, leeks, edamame, peas and broad beans, its giving green goddess energy, but make it dinner

Swipe for the full recipe!",2025-05-18T13:00:56.000Z,551
,,https://www.instagram.com/p/DJzJX79zuYW/,,,,8,ocadouk,"Picked for perfection, made for summer 

We’re head over heels for our British Jersey Royal potatoes – picked for perfection, made for summer. 3 bags, the classic, the baby, the mini. 

Big flavour, small spuds. Pair with mint & butter or garlic & rosemary or keep it simple with a generous sprinkle of salt and pepper. Why not jazz it up and serve with smoked salmon and crème fraiche or as your BBQ spread’s newest sidekick. 

Whichever you decide, we’re summer loving. 

Find our Jersey Royal Potatoes in your local M&S Foodhall or on @ocadouk",2025-05-18T15:00:29.000Z,648
90700.0,MyMarks,https://www.instagram.com/p/DJ1Lz_1vYMN/,,0.0,30.21,12,marksandspencer_roxanne.,"Benefit delivering that just-back-from-vacay glow ✨

@marksandspencer_roxanne. 
#MyMarks

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-19T10:00:28.000Z,531
61820.0,,https://www.instagram.com/p/DJvt8aZMnOQ/,,0.0,13.5,12,marksandspencer_alison,"The reviews are in... @marksandspencer_alison is obsessed with Sweed.​ 

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.​

​",2025-05-17T07:04:03.000Z,286
,,https://www.instagram.com/p/DJ11-cKqErA/,,,,70,,"May is Coeliac UK Awareness Month, so we’re shouting about all things Made Without with our amazing range of gluten free feasts, treats and essentials 

Coeliac disease is a serious autoimmune disease affecting 1 in 100 people, but noone should have to miss out on the foods they love. 

Why not try our creamy Spaghetti Carbonara or Margherita Pizza? Pressed for time? Our Prosciutto & Ricotta Cappelletti is just the ticket, accompanied by our gorgeously fragrant Garlic & Cheese Flatbread. 

You’ll find our Made Without packaging and gluten free logo across favourites all around the Foodhall and M&S Café.
 
Let us know your favourite M&S Made Without Wheat product below",2025-05-19T16:08:38.000Z,1319
84487.0,,https://www.instagram.com/p/DJyTgR9qHLF/,,0.0,32.853,5,,"The story of our cotton...​

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.​",2025-05-18T07:10:04.000Z,578
789112.0,,https://www.instagram.com/p/DJyhZJrByDA/,,0.0,6.666,31,marksandspencer_emmas,"The co-ord that's setting the tone.
@marksandspencer_emmas

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-18T09:12:03.000Z,964
,,https://www.instagram.com/p/DJwrchnNuaX/,,,,4,ocadouk,"Pick of the crop, perfect for summer ☀️

Fresh, flavourful and full of seasonal charm, our 100% British Asparagus is ready to steal the summer spotlight. Perfect for sizzling sides, brunch bites and everything in between, it’s giving green goddess energy. 

Serve grilled with garlic butter and lemon zest or with a poached egg and hollandaise for posh brunch vibes, or even grilled on the BBQ for that extra flair, it really is love at first bite 

Find our British Asparagus in your local M&S Foodhall or on @ocadouk",2025-05-17T16:00:28.000Z,544
47367.0,,https://www.instagram.com/p/DJv9Q-Xt9es/,,0.0,8.133,12,,"Accessories that take you places.

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-17T09:17:31.000Z,297
,,https://www.instagram.com/p/DJ1bDF9KVxH/,,,,41,ocadouk,"⭐ New in the M&S Foodhall – oh honey, here’s a cake we’re BUZZING about 
 
Grab a slice of our brand-new, limited-edition Honey & Blackcurrant Cake which combines a soft and fluffy wildflower honey sponge with a fruity blackcurrant jam filling, topped with a lush honey cream cheese frosting and additional jam – DELICIOUS! 
 
So for all those honey fans out there, we guarantee this cake is the bee’s knees!! 
 
Find this summery sweet treat in your local M&S Foodhall or on @ocadouk",2025-05-19T12:13:21.000Z,1451
,,https://www.instagram.com/p/DJwW4GINq--/,,,,29,,"Have you seen our new sizzling hot Summer Grill Dine In offer in your local Foodhall?  

The perfect sunny weekend pick, with two BBQ mains, and two perfectly paired sides for just £12. 
 
The menu includes everything from our super succulent Chicken Shawarma Kebabs, tasty Chilli Halloumi Kebabs, perfectly crisp Sweet Potato Fries and a fresh Supergreen Salad 
 
What's your weekend pick?",2025-05-17T13:00:44.000Z,920
58767.0,,https://www.instagram.com/p/DJ0_Tf5q9UI/,,0.0,7.733,4,,"Suitcases that make your outfit? Check. 

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-19T08:11:19.000Z,380
133963.0,ThisIsNotJust,https://www.instagram.com/p/DJrdZOhRxcO/,,0.0,58.933,14,"chrisstark, andioliver, cheftomkerridge","""I'm just going to let you two talk while I eat""

@chrisstark tucks into a delicious M&S Greek and Cypriot Meze - but will there be anything left for The Proper Tasty Pub Quiz guest @andioliver and the Chef himself @cheftomkerridge ?! 

The sun is out this week so channel your inner Mediterranean and top up on kebabs, flat breads, salads and dips at M&S or on Ocado 

#ThisIsNotJust",2025-05-15T15:21:56.000Z,758
81025.0,,https://www.instagram.com/p/DJtW1IdoCnz/,,0.0,3.879,27,marksandspencer_emmas,"Holiday packing, but make it matchy.

@marksandspencer_emmas

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-16T09:03:03.000Z,1027
37466.0,,https://www.instagram.com/p/DJqtUy3p32D/,,0.0,11.666,13,,"Get ready to warm up your wardrobe.

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-15T08:21:34.000Z,216
55298.0,MyMarks,https://www.instagram.com/p/DJq4o9vNxUW/,,0.0,22.966,18,marksandspencer_james.,"Glow and behold. Your summer evenings styled by @marksandspencer_james.
#MyMarks 

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-15T10:00:44.000Z,591
159402.0,,https://www.instagram.com/p/DJuInILK08r/,,0.0,88.1,8,,"The weekend is here, it’s time for some R&R ☕️

But not as you know it! Roast and Ritual, our new house coffee blend has been creating some serious coffee buzz at London Coffee Festival, and it’s not over yet! 

An M&S Roast and Ritual Coffee is the nation’s happiest cup of coffee, with 100% Fairtrade coffee, a fully recyclable cup, milk from M&S Select Farms and 1p from every cup donated to our Cup of Ambition fund. Plus, it’s expertly blended from three origins for the most delicious taste! 

Head down to the London Coffee Festival this weekend, or grab a coffee in your local M&S Cafe to give it a try!",2025-05-16T16:19:41.000Z,905
136125.0,,https://www.instagram.com/p/DJtkU64olRa/,,0.0,12.796,72,,"The tablecloth turning long lunches into a work of art.

Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-16T11:00:45.000Z,2250
245265.0,,https://www.instagram.com/p/DJjqwPkquMQ/,,0.0,17.438,93,rosiehw.,"Nobody does old Hollywood glamour like @rosiehw.
Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-12T14:48:19.000Z,1156
220226.0,"Ad, Thisisnotjust",https://www.instagram.com/p/DJtq0ygI2TR/,,0.0,84.533,0,marksandspencerfood,"I met @marksandspencerfood Packaging Technologist, Nikki at a secret test kitchen to find out more about the M&S first to market paper fibre tray for a freshly prepared meal – debuting on the Fiery Chicken Tikka Masala. Not only can it be put in both the oven and microwave, it can also be easily recycled in paper recycling at home. Innovations like this really have the potential to make a difference and reduce plastic use. Great work Nikki and team! #Ad #Thisisnotjust",2025-05-16T11:59:50.000Z,1672
,,https://www.instagram.com/p/DJlcCWXKpTB/,,,,0,,"An update from M&S. If you have questions or need further information, please visit our website via the link in our bio. Thank you.",2025-05-13T07:14:08.000Z,17627
70267.0,,https://www.instagram.com/p/DJoNV6iqoZV/,,0.0,6.06,29,,"Swimwear so good you’ll be wearing it by the pool and with your fave denim for brunch.
 
Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-14T09:04:08.000Z,392
406004.0,,https://www.instagram.com/p/DJoevS5qU_e/,,0.0,41.051,126,,"It’s heating up in the aisles of M&S Food with the launch of our new sizzling hot Summer Grill Dine In offer…! Available until the 3rd June you can now bag yourself two BBQ mains, and two perfectly paired sides for just £12.
 
The menu includes everything from our super succulent Our Best Ever Beef Burgers, bursting with flavour N’duja Prawn Skewers and not forgetting the meaty Our Best Ever Posh Dogs AND a whole host of sides!
 
What’s on your menu?",2025-05-14T11:36:51.000Z,4151
156685.0,"ThisIsNotJust, Ad",https://www.instagram.com/p/DJroN1VIq2r/,,0.0,88.033,30,"marksandspencer, marksandspencerfood","My HOT date with M&S Food’s new Extra Crunchy chicken range 
 
️ Piri Piri Chicken Tenders
 Sweet and Spicy Hot Honey Tenders
 Masala Chicken Bites with Mango Chutney Drizzle
 Korean Style Chicken Bites with Spicy Gochujang Drizzle
 
All were my type on paper, but for me the clear winner is defo the…
 
MASALA CHICKEN BITES

@marksandspencer @marksandspencerfood 
 
#ThisIsNotJust #Ad",2025-05-15T16:57:59.000Z,1485
44449.0,,https://www.instagram.com/p/DJgljQ2p9LU/,,0.0,6.059,6,,"The suit that’s RSVPing yes to all your summer plans.
Though we’ve paused taking orders via our website and app for now, you can still shop in store – our brilliant colleagues look forward to seeing you.",2025-05-11T10:02:10.000Z,210
